unique_id,icn,auctiondate,year,make,model,category,subcategory,location_state,location_city,starting_bid,reserve_price,hammer,buyers_premium,contract_price,reserve_met,seller_id,buyer_id,num_bids,region_id,district_id,territory_id,business_segment
166,DM9452,2025-08-05,2001,Peterbilt,579,Truck/Trailer,Pickup Trucks,MO,Columbia,6279,7135,12794,1279,14073,1,2392,408,13,1,1,7,Core
167,TL8359,2025-08-05,2018,Toyota,RAV4,Passenger,Coupes,WA,Seattle,1520,1415,2578,257,2835,1,2136,659,9,3,12,93,Core
168,XC5144,2025-08-05,2005,Freightliner,Century,Truck/Trailer,Box Trucks,NE,Lincoln,4204,6147,8706,870,9576,1,2121,1060,3,1,3,20,Enterprise
169,AL3005,2025-08-05,1996,Kenworth,T880,Truck/Trailer,Pickup Trucks,TX,Austin,5159,6848,14165,1416,15581,1,2272,1759,7,1,4,28,Enterprise
170,ZW7127,2025-08-05,1990,Caterpillar,962M,Construction,Wheel Loaders,SC,Charleston,19296,18425,44218,4421,48639,1,2554,669,6,2,6,46,Enterprise
171,PO5059,2025-08-05,1990,Caterpillar,D8,Construction,Wheel Loaders,MO,Springfield,15793,18017,40402,4040,44442,1,2130,1060,14,1,4,26,Core
172,FI4715,2025-08-05,2006,Chevrolet,Malibu,Passenger,Sedans,KS,Wichita,1432,1749,7965,796,8761,1,2551,1618,6,1,1,4,Expansion
173,ZE5642,2025-08-05,2013,Massey Ferguson,8737,Ag Equipment,Planters,KS,Topeka,11514,12314,26138,2613,28751,1,2316,1307,5,1,1,8,Core
174,PK1170,2025-08-05,2013,John Deere,350G,Construction,Dozers,MO,St Louis,18742,21202,39030,3903,42933,1,2129,1295,15,1,4,32,Enterprise
175,BR4336,2025-08-05,2011,Ford,Fusion,Passenger,SUVs,MO,Springfield,1126,1743,6566,656,7222,1,2371,1100,12,1,2,14,Core
176,AX7610,2025-08-05,2015,Ram,2500,Truck/Trailer,Semi Tractors,MO,Columbia,5092,6878,11759,1175,12934,1,2313,49,8,1,3,20,Core
177,MS8186,2025-08-05,2006,Kenworth,W900,Truck/Trailer,Box Trucks,NV,Reno,6372,6471,17606,1760,19366,1,2314,1289,7,3,10,73,Expansion
178,AF8063,2025-08-05,2017,Freightliner,Century,Truck/Trailer,Pickup Trucks,AZ,Mesa,6281,6034,10748,1074,11822,1,2046,480,7,3,10,74,Core
179,VU0170,2025-08-05,2015,Kenworth,W900,Truck/Trailer,Box Trucks,FL,Tampa,4566,5999,13158,1315,14473,1,2603,1296,15,2,7,55,Expansion
180,UB0843,2025-08-05,1994,Ford,F-450,Truck/Trailer,Box Trucks,TX,San Antonio,4958,6705,15101,1510,16611,1,2542,1988,10,1,1,8,Expansion
181,ED9354,2025-08-05,2006,Case IH,Magnum 380,Ag Equipment,Tractors,MO,Kansas City,8252,12992,34405,3440,37845,1,2447,1091,12,1,4,27,Expansion
182,DK3997,2025-08-05,2013,Kenworth,W900,Truck/Trailer,Box Trucks,KS,Wichita,6116,5974,10636,1063,11699,1,2247,370,1,1,3,24,Core
183,EC8728,2025-08-05,2018,Kenworth,T880,Truck/Trailer,Pickup Trucks,OR,Portland,4004,6850,10916,1091,12007,1,2089,1291,1,3,12,90,Core
184,UN4528,2025-08-05,2012,Ram,2500,Truck/Trailer,Box Trucks,ND,Fargo,6065,6775,13116,1311,14427,1,2233,577,3,1,3,21,Expansion
185,MH9774,2025-08-05,2023,Caterpillar,972M,Construction,Excavators,WA,Tacoma,15222,17871,30037,3003,33040,1,2201,282,13,3,11,87,Enterprise
186,XC0179,2025-08-05,1996,Ram,2500,Truck/Trailer,Dump Trucks,KS,Wichita,4174,6610,18304,1830,20134,1,2615,417,10,1,3,17,Core
187,TS8459,2025-08-05,2013,Chevrolet,Traverse,Passenger,Minivans,OR,Eugene,1347,1416,5588,558,6146,1,2505,410,11,3,11,81,Core
188,MB6242,2025-08-05,1998,Caterpillar,D8,Construction,Excavators,KS,Overland Park,17179,21010,42940,4294,47234,1,2641,1800,12,1,1,2,Enterprise
189,QY5420,2025-08-05,1997,John Deere,6155R,Ag Equipment,Tractors,OK,Oklahoma City,7826,13134,28820,2882,31702,1,2251,24,2,1,1,6,Core
190,YG6878,2025-08-05,1999,Ford,Explorer,Passenger,Coupes,WA,Spokane,1190,1444,3400,340,3740,1,2044,946,8,3,12,93,Core
191,FJ5053,2025-08-05,2019,Freightliner,Columbia,Truck/Trailer,Pickup Trucks,WA,Tacoma,6316,5793,15106,1510,16616,1,2516,1789,12,3,9,66,Expansion
192,TT1692,2025-08-05,1999,Freightliner,Century,Truck/Trailer,Semi Tractors,OK,Tulsa,4449,5735,14905,1490,16395,1,2011,519,4,1,3,20,Expansion
193,PF7669,2025-08-05,1995,Caterpillar,D6,Construction,Excavators,MO,St Louis,18359,22373,32563,3256,35819,1,2372,394,7,1,4,32,Enterprise
194,UJ0577,2025-08-05,2009,Volvo,L120H,Construction,Skid Steers,TX,Austin,18669,17832,37555,3755,41310,1,2087,2598,11,1,2,15,Core
195,GF3219,2025-08-05,2008,Freightliner,Century,Truck/Trailer,Pickup Trucks,NV,Reno,5669,5902,18477,1847,20324,1,2087,1558,8,3,10,77,Core
196,ZH3773,2025-08-05,1994,Freightliner,Century,Truck/Trailer,Dump Trucks,OH,Cincinnati,5374,6008,13906,1390,15296,1,2380,1935,7,1,2,15,Expansion
197,DV0625,2025-08-05,2002,Massey Ferguson,8737,Ag Equipment,Tractors,KS,Kansas City,8619,11481,27056,2705,29761,1,2186,1577,4,1,1,5,Core
198,IF8671,2025-08-05,2022,Ford,Fusion,Passenger,Coupes,KS,Wichita,1145,1461,2650,265,2915,1,2587,1151,13,1,3,24,Core
199,FO7723,2025-08-05,1995,Ford,Fusion,Passenger,Sedans,MO,St Louis,1327,1637,7427,742,8169,1,2629,1234,8,1,2,10,Core
200,LN9400,2025-08-05,2019,Toyota,RAV4,Passenger,SUVs,MO,St Louis,1372,1642,7662,766,8428,1,2220,1734,1,1,2,14,Core
201,QY9296,2025-08-05,2001,Ford,F-250,Truck/Trailer,Box Trucks,VA,Virginia Beach,4057,6606,10042,1004,11046,1,2103,1451,12,2,6,47,Core
202,MI8976,2025-08-05,2010,Toyota,Camry,Passenger,SUVs,MO,Columbia,1544,1428,4224,422,4646,1,2227,26,3,1,4,32,Core
203,UY6347,2025-08-05,1994,Ram,3500,Truck/Trailer,Pickup Trucks,MN,St Paul,5950,5692,13923,1392,15315,1,2583,298,2,1,3,21,Enterprise
204,ZR0841,2025-08-05,1995,Case IH,Magnum 280,Ag Equipment,Planters,OK,Broken Arrow,11408,10502,19492,1949,21441,1,2173,1781,3,1,1,5,Core
205,QR0969,2025-08-05,2024,Chevrolet,Silverado 3500,Truck/Trailer,Pickup Trucks,IL,Chicago,6009,6590,11790,1179,12969,1,2136,1794,10,1,1,3,Core
206,OP9808,2025-08-05,2014,Peterbilt,567,Truck/Trailer,Box Trucks,KS,Overland Park,5266,6715,18901,1890,20791,1,2411,1220,15,1,4,32,Core
207,TH2086,2025-08-05,2015,Ford,Escape,Passenger,Coupes,NY,Buffalo,1423,1736,5560,556,6116,1,2269,1197,10,2,6,45,Core
208,JM5812,2025-08-05,1992,Massey Ferguson,8735,Ag Equipment,Tractors,KS,Kansas City,11423,11838,24874,2487,27361,1,2294,1691,5,1,3,20,Expansion
209,XP9232,2025-08-05,2006,Ford,Explorer,Passenger,SUVs,CA,Sacramento,1345,1721,7550,755,8305,1,2428,324,12,3,12,89,Core
210,VB2789,2025-08-05,2000,Peterbilt,567,Truck/Trailer,Box Trucks,KS,Wichita,4263,6553,12317,1231,13548,1,2310,852,3,1,2,9,Expansion
211,FG4066,2025-08-05,2017,Ram,3500,Truck/Trailer,Semi Tractors,KS,Wichita,6349,5820,11531,1153,12684,1,2236,90,13,1,2,9,Core
212,YB3559,2025-08-05,1999,Chevrolet,Traverse,Passenger,Sedans,MO,Columbia,1507,1564,4133,413,4546,1,2616,750,13,1,4,26,Core
213,ME1432,2025-08-05,2004,John Deere,210G,Construction,Dozers,MI,Detroit,17314,19562,47755,4775,52530,1,2649,449,9,1,3,19,Enterprise
214,MQ9362,2025-08-05,2010,John Deere,S790,Ag Equipment,Combines,OK,Oklahoma City,10592,12578,26447,2644,29091,1,2195,1836,7,1,1,6,Expansion
215,GR8616,2025-08-05,2008,Chevrolet,Silverado 2500,Truck/Trailer,Box Trucks,KS,Topeka,4621,6811,13205,1320,14525,1,2239,1786,11,1,3,23,Core
216,TV6035,2025-08-05,2022,Kenworth,T680,Truck/Trailer,Pickup Trucks,TX,Dallas,6174,6269,12294,1229,13523,1,2317,1252,15,1,1,7,Core
217,TT7031,2025-08-05,2000,Case IH,Magnum 280,Ag Equipment,Combines,NC,Charlotte,7663,10733,22187,2218,24405,1,2420,86,9,2,8,63,Core
218,EL2591,2025-08-05,1994,Case IH,Magnum 340,Ag Equipment,Harvesters,NY,New York,11462,12169,17729,1772,19501,1,2647,1649,4,2,7,50,Core
219,KQ3508,2025-08-05,2024,Freightliner,Century,Truck/Trailer,Dump Trucks,CA,Sacramento,4081,6431,15901,1590,17491,1,2098,178,9,3,12,95,Core
220,RQ0421,2025-08-05,1991,Ford,Escape,Passenger,SUVs,IN,Indianapolis,1209,1557,7052,705,7757,1,2628,1118,8,1,2,14,Core
221,ZH5020,2025-08-05,2000,Peterbilt,579,Truck/Trailer,Pickup Trucks,IA,Cedar Rapids,4993,6191,15509,1550,17059,1,2409,438,11,1,3,20,Expansion
222,BI3618,2025-08-05,2012,Chevrolet,Silverado 2500,Truck/Trailer,Box Trucks,KS,Topeka,4611,6515,14071,1407,15478,1,2001,872,11,1,1,1,Core
223,II5819,2025-08-05,2001,Massey Ferguson,8737,Ag Equipment,Harvesters,OK,Norman,8850,11732,16265,1626,17891,1,2130,479,3,1,4,27,Core
224,NI4013,2025-08-05,2012,New Holland,CR10.90,Ag Equipment,Planters,IL,Peoria,9325,12960,29322,2932,32254,1,2099,950,4,1,3,19,Expansion
225,PH6373,2025-08-05,2015,Ram,2500,Truck/Trailer,Box Trucks,NE,Omaha,5419,6738,13259,1325,14584,1,2176,742,2,1,3,22,Core
226,UH8782,2025-08-05,2019,Ford,Escape,Passenger,Sedans,KS,Topeka,1465,1557,4205,420,4625,1,2220,1461,2,1,4,28,Core
227,XZ4045,2025-08-05,2001,Komatsu,PC210,Construction,Dozers,MO,Kansas City,16840,19283,38804,3880,42684,1,2248,2635,13,1,1,2,Enterprise
228,NO4552,2025-08-05,2011,Massey Ferguson,8737,Ag Equipment,Planters,VA,Virginia Beach,9646,11898,16725,1672,18397,1,2115,198,3,2,5,33,Core
229,YT8014,2025-08-05,2019,Peterbilt,389,Truck/Trailer,Dump Trucks,OK,Broken Arrow,6298,6359,16032,1603,17635,1,2533,518,12,1,3,22,Expansion
230,PJ1895,2025-08-05,2004,Kenworth,T680,Truck/Trailer,Dump Trucks,IL,Springfield,4092,7111,18112,1811,19923,1,2456,1917,14,1,2,10,Enterprise
231,SK2370,2025-08-05,1990,Case IH,8250,Ag Equipment,Harvesters,WA,Tacoma,10793,11072,29413,2941,32354,1,2358,2588,11,3,9,68,Core
232,BX6693,2025-08-05,2003,Ram,2500,Truck/Trailer,Semi Tractors,TX,Austin,6134,5768,14188,1418,15606,1,2071,1689,6,1,3,21,Enterprise
233,KS8669,2025-08-05,1990,Kenworth,T880,Truck/Trailer,Semi Tractors,IL,Peoria,4865,5644,17426,1742,19168,1,2429,2529,10,1,4,25,Core
234,AG2009,2025-08-05,2012,Chevrolet,Traverse,Passenger,Coupes,IA,Des Moines,1367,1662,3822,382,4204,1,2478,1842,4,1,2,12,Core
235,CF2925,2025-08-05,1994,Chevrolet,Equinox,Passenger,Minivans,CA,Los Angeles,1137,1403,4199,419,4618,1,2511,1115,1,3,11,82,Core
236,ZV7108,2025-08-05,2003,Caterpillar,D9,Construction,Skid Steers,GA,Augusta,13737,20693,33380,3338,36718,1,2357,321,3,2,8,60,Enterprise
237,UG8415,2025-08-05,2002,Freightliner,Century,Truck/Trailer,Box Trucks,MO,Columbia,4695,5714,10481,1048,11529,1,2609,1374,7,1,1,1,Expansion
238,IX7779,2025-08-05,1997,Ford,F-450,Truck/Trailer,Box Trucks,TX,Dallas,5596,6615,10335,1033,11368,1,2026,1040,10,1,2,10,Expansion
239,SA9198,2025-08-05,2012,John Deere,8370R,Ag Equipment,Planters,MO,Springfield,8569,12426,28401,2840,31241,1,2618,1230,10,1,1,8,Core
240,BK7797,2025-08-05,2002,John Deere,DB60,Ag Equipment,Tractors,MN,Minneapolis,9888,13038,33587,3358,36945,1,2448,1232,7,1,2,10,Core
241,AN2274,2025-08-05,2005,Ford,F-350,Truck/Trailer,Semi Tractors,IA,Davenport,5346,5603,11410,1141,12551,1,2063,85,10,1,2,9,Enterprise
242,SG4950,2025-08-05,1995,Chevrolet,Malibu,Passenger,Minivans,IL,Springfield,1041,1425,2188,218,2406,1,2118,397,11,1,3,20,Core
243,AJ8469,2025-08-05,2019,Honda,Civic,Passenger,Sedans,NC,Greensboro,1227,1662,5659,565,6224,1,2392,577,4,2,7,49,Core
244,CA4104,2025-08-05,1991,Volvo,EC220,Construction,Excavators,NC,Charlotte,17647,18947,45694,4569,50263,1,2272,1629,1,2,7,54,Enterprise
245,YS0743,2025-08-05,2006,Komatsu,PC290,Construction,Dozers,GA,Augusta,17151,20999,27249,2724,29973,1,2583,1084,5,2,7,50,Enterprise
246,NE3168,2025-08-05,2001,Peterbilt,389,Truck/Trailer,Dump Trucks,AZ,Mesa,5062,6081,13729,1372,15101,1,2503,1679,7,3,12,90,Expansion
247,IH2078,2025-08-05,2014,Volvo,EC220,Construction,Excavators,MO,Kansas City,19105,21680,34938,3493,38431,1,2129,964,9,1,4,29,Enterprise
248,ZK8088,2025-08-05,1992,Case IH,1255,Ag Equipment,Planters,OK,Norman,8030,12663,31935,3193,35128,1,2550,96,3,1,3,23,Enterprise
249,EZ2555,2025-08-05,1993,Chevrolet,Silverado 3500,Truck/Trailer,Pickup Trucks,OR,Eugene,4582,5805,19690,1969,21659,1,2060,830,2,3,12,89,Core
250,SG5294,2025-08-05,2023,Massey Ferguson,8737,Ag Equipment,Tractors,GA,Savannah,7873,10929,27712,2771,30483,1,2632,209,6,2,6,46,Expansion
251,XR8592,2025-08-05,2021,Peterbilt,348,Truck/Trailer,Pickup Trucks,NC,Raleigh,5747,5656,17052,1705,18757,1,2159,532,13,2,5,40,Core
252,VX8309,2025-08-05,2003,John Deere,8370R,Ag Equipment,Harvesters,SD,Sioux Falls,10487,13354,19654,1965,21619,1,2057,473,4,1,1,6,Expansion
253,XJ7779,2025-08-05,2008,Volvo,L150H,Construction,Excavators,KS,Topeka,19130,18111,25506,2550,28056,1,2097,1509,7,1,3,20,Enterprise
254,TM0318,2025-08-05,1992,John Deere,DB60,Ag Equipment,Combines,FL,Jacksonville,11536,11849,18227,1822,20049,1,2607,1525,13,2,6,44,Core
255,ZX1530,2025-08-05,2016,Chevrolet,Malibu,Passenger,SUVs,NC,Greensboro,1165,1688,3415,341,3756,1,2404,1650,7,2,7,53,Enterprise
256,UG3058,2025-08-05,1999,John Deere,850K,Construction,Excavators,WA,Tacoma,16787,20722,44376,4437,48813,1,2324,1518,8,3,10,75,Enterprise
257,BE9117,2025-08-05,2019,Komatsu,D155,Construction,Wheel Loaders,SC,Greenville,13982,21406,31883,3188,35071,1,2228,739,14,2,8,59,Enterprise
258,EX3218,2025-08-05,2000,John Deere,6155R,Ag Equipment,Planters,MO,Kansas City,9885,12889,21497,2149,23646,1,2424,1880,10,1,2,11,Core
259,OH9527,2025-08-05,2013,Freightliner,Columbia,Truck/Trailer,Box Trucks,TX,Houston,5853,6409,18582,1858,20440,1,2465,681,1,1,3,19,Expansion
260,EU9798,2025-08-05,2005,Chevrolet,Malibu,Passenger,Minivans,TX,San Antonio,1173,1422,6469,646,7115,1,2159,191,10,1,1,2,Core
261,JT5618,2025-08-05,2007,Case IH,Magnum 380,Ag Equipment,Combines,MO,St Louis,9517,12114,20348,2034,22382,1,2008,110,13,1,4,27,Core
262,XL4705,2025-08-05,2000,Ford,Fusion,Passenger,Coupes,CA,San Diego,1520,1722,5265,526,5791,1,2138,105,11,3,11,87,Core
263,MJ5987,2025-08-05,2017,John Deere,8320R,Ag Equipment,Planters,VA,Norfolk,7560,11739,32784,3278,36062,1,2043,1768,6,2,8,64,Core
264,JY8633,2025-08-05,2015,Case IH,Magnum 280,Ag Equipment,Harvesters,PA,Pittsburgh,11660,11590,28038,2803,30841,1,2599,690,3,2,8,59,Core
265,HO5766,2025-08-05,2015,Case IH,1255,Ag Equipment,Planters,IL,Chicago,7604,10871,20555,2055,22610,1,2281,358,3,1,2,12,Expansion
266,DH4053,2025-08-05,1990,Caterpillar,962M,Construction,Excavators,SC,Greenville,17534,18113,26635,2663,29298,1,2222,728,12,2,5,36,Enterprise
267,XF1485,2025-08-05,2020,Chevrolet,Equinox,Passenger,Sedans,MI,Grand Rapids,1140,1502,7860,786,8646,1,2283,477,7,1,1,7,Core
268,GL3185,2025-08-05,2018,Case IH,8250,Ag Equipment,Planters,MO,St Louis,10020,11592,23759,2375,26134,1,2173,898,10,1,1,8,Core
269,TH4952,2025-08-05,2019,Kenworth,T680,Truck/Trailer,Box Trucks,IN,Indianapolis,5072,6976,15001,1500,16501,1,2501,1682,1,1,1,5,Core
270,JH6587,2025-08-05,1992,Peterbilt,579,Truck/Trailer,Dump Trucks,CA,Sacramento,4538,6991,14352,1435,15787,1,2567,276,1,3,10,79,Expansion
271,TL3074,2025-08-05,2017,Caterpillar,D9,Construction,Wheel Loaders,FL,Tampa,17823,22104,37617,3761,41378,1,2373,1688,10,2,5,37,Expansion
272,UQ8865,2025-08-05,1998,Case IH,Magnum 380,Ag Equipment,Harvesters,GA,Augusta,8885,13352,31876,3187,35063,1,2025,1290,14,2,8,63,Enterprise
273,UP4031,2025-08-05,2011,Case IH,Magnum 380,Ag Equipment,Tractors,KS,Kansas City,9977,13314,34710,3471,38181,1,2290,1470,14,1,1,2,Expansion
274,ED1956,2025-08-05,2008,John Deere,210G,Construction,Skid Steers,OH,Columbus,16155,17892,31671,3167,34838,1,2062,1861,14,1,1,1,Enterprise
275,HR3400,2025-08-05,1999,Kenworth,W900,Truck/Trailer,Dump Trucks,MO,Springfield,5984,5612,9330,933,10263,1,2303,585,4,1,2,9,Core
276,UU2024,2025-08-05,2007,New Holland,T9.565,Ag Equipment,Tractors,OK,Norman,9321,13360,28923,2892,31815,1,2546,1801,14,1,3,18,Expansion
277,WK5741,2025-08-05,2017,Ford,Escape,Passenger,SUVs,OH,Columbus,1158,1701,6941,694,7635,1,2585,1956,1,1,2,12,Core
278,AA0266,2025-08-05,2019,Toyota,RAV4,Passenger,SUVs,VA,Norfolk,1204,1708,6324,632,6956,1,2125,1649,15,2,6,42,Core
279,LK1559,2025-08-05,1999,Ford,Escape,Passenger,Sedans,IN,Evansville,1546,1467,2035,203,2238,1,2252,12,13,1,1,8,Core
280,WU3090,2025-08-05,2020,Volvo,EC480,Construction,Wheel Loaders,OK,Norman,17005,22488,25002,2500,27502,1,2404,1704,7,1,3,24,Enterprise
281,XB4400,2025-08-05,2005,Peterbilt,567,Truck/Trailer,Dump Trucks,GA,Atlanta,5111,7071,18144,1814,19958,1,2255,480,15,2,8,62,Enterprise
282,PP5768,2025-08-05,2008,Chevrolet,Equinox,Passenger,Sedans,IA,Davenport,1043,1658,7896,789,8685,1,2042,482,14,1,4,25,Core
283,IT3020,2025-08-05,2014,New Holland,CR8.90,Ag Equipment,Combines,KS,Topeka,11480,12087,28375,2837,31212,1,2185,1017,2,1,2,15,Core
284,BT8062,2025-08-05,1990,Massey Ferguson,8735,Ag Equipment,Tractors,TX,Austin,7840,12122,27969,2796,30765,1,2009,1520,10,1,2,15,Enterprise
285,SY2056,2025-08-05,1997,Volvo,EC480,Construction,Wheel Loaders,CA,Sacramento,17919,20135,33447,3344,36791,1,2272,1154,12,3,11,83,Enterprise
286,JL0120,2025-08-05,2005,Massey Ferguson,8735,Ag Equipment,Tractors,MO,Kansas City,8238,12233,31287,3128,34415,1,2434,222,10,1,1,6,Expansion
287,OG0651,2025-08-05,2013,Ram,3500,Truck/Trailer,Pickup Trucks,NE,Bellevue,4201,7181,11043,1104,12147,1,2486,364,7,1,2,16,Expansion
288,DR0060,2025-08-05,2017,Case IH,8250,Ag Equipment,Planters,CA,San Francisco,11378,11469,20224,2022,22246,1,2145,192,10,3,10,78,Core
289,KS6039,2025-08-05,2020,Chevrolet,Traverse,Passenger,SUVs,MO,St Louis,1154,1465,6036,603,6639,1,2192,309,1,1,4,32,Core
290,UH0826,2025-08-05,2017,Kenworth,W900,Truck/Trailer,Semi Tractors,OK,Norman,5246,5877,18324,1832,20156,1,2039,1938,8,1,3,18,Enterprise
291,VA2761,2025-08-05,2016,John Deere,850K,Construction,Skid Steers,OR,Salem,18968,18133,33443,3344,36787,1,2562,1291,13,3,12,89,Enterprise
292,SG6449,2025-08-05,2024,Ford,Explorer,Passenger,Sedans,MO,Columbia,1559,1548,2552,255,2807,1,2068,819,14,1,4,25,Core
293,HB0321,2025-08-05,2001,Toyota,Camry,Passenger,Minivans,MO,Columbia,1053,1597,6290,629,6919,1,2417,544,15,1,4,30,Core
294,CJ6529,2025-08-05,2019,Kenworth,T880,Truck/Trailer,Box Trucks,TX,Dallas,6358,6597,10210,1021,11231,1,2157,1101,4,1,3,22,Core
295,XP7328,2025-08-05,1991,Chevrolet,Silverado 3500,Truck/Trailer,Pickup Trucks,KS,Overland Park,5107,5901,18660,1866,20526,1,2093,1450,8,1,1,4,Expansion
296,EX0673,2025-08-05,2007,Freightliner,Century,Truck/Trailer,Box Trucks,NY,Buffalo,5132,5817,17347,1734,19081,1,2251,901,3,2,8,59,Core
297,VV5458,2025-08-05,2016,John Deere,1775NT,Ag Equipment,Planters,NV,Las Vegas,8239,12419,32723,3272,35995,1,2151,1563,15,3,10,77,Core
298,WY6315,2025-08-05,1996,Peterbilt,389,Truck/Trailer,Semi Tractors,OK,Broken Arrow,6070,6139,17019,1701,18720,1,2211,94,3,1,4,31,Core
299,PF7515,2025-08-05,2004,John Deere,DB60,Ag Equipment,Combines,MN,Minneapolis,7557,12145,27714,2771,30485,1,2049,1863,4,1,1,2,Core
300,TT8681,2025-08-05,2011,Case IH,Magnum 380,Ag Equipment,Combines,IA,Davenport,10402,13328,29617,2961,32578,1,2453,968,6,1,1,8,Core
301,IT8767,2025-08-05,2018,Komatsu,PC290,Construction,Excavators,CA,Los Angeles,17809,20143,26612,2661,29273,1,2404,467,15,3,10,79,Enterprise
302,BJ7557,2025-08-05,1991,Komatsu,D155,Construction,Wheel Loaders,IN,Evansville,14357,19356,30736,3073,33809,1,2649,1528,8,1,3,18,Enterprise
303,VF4409,2025-08-05,1998,Caterpillar,962M,Construction,Wheel Loaders,IN,Indianapolis,18953,19956,33960,3396,37356,1,2040,1046,9,1,4,31,Enterprise
304,ZO8460,2025-08-05,2020,Komatsu,WA470,Construction,Dozers,CA,San Francisco,17527,22320,42832,4283,47115,1,2214,1793,14,3,9,66,Expansion
305,YG5419,2025-08-05,2004,Caterpillar,950M,Construction,Wheel Loaders,OR,Salem,18586,20240,36248,3624,39872,1,2278,1182,10,3,9,68,Core
306,IY2451,2025-08-05,1996,Caterpillar,349,Construction,Excavators,MO,Springfield,18423,21890,40742,4074,44816,1,2544,346,13,1,2,10,Enterprise
307,AZ4827,2025-08-05,1999,Massey Ferguson,8735,Ag Equipment,Harvesters,MO,Columbia,8344,11790,17470,1747,19217,1,2603,581,3,1,3,22,Expansion
308,QJ5912,2025-08-05,2005,Caterpillar,962M,Construction,Excavators,NV,Las Vegas,14597,21876,35051,3505,38556,1,2203,934,12,3,10,76,Enterprise
309,BX4149,2025-08-06,2004,Ford,Explorer,Passenger,Minivans,AZ,Tucson,1067,1536,5997,599,6596,1,2244,2593,4,3,12,91,Core
310,MP2306,2025-08-06,2016,Freightliner,Century,Truck/Trailer,Semi Tractors,SD,Rapid City,6258,6294,12093,1209,13302,1,2208,1591,4,1,2,13,Core
311,RS0242,2025-08-06,1998,Peterbilt,348,Truck/Trailer,Pickup Trucks,OH,Columbus,5451,6059,19039,1903,20942,1,2404,2611,7,1,1,2,Enterprise
312,TP8632,2025-08-06,2006,Massey Ferguson,8737,Ag Equipment,Combines,OK,Tulsa,10321,12160,21721,2172,23893,1,2472,569,9,1,2,10,Expansion
313,HV5600,2025-08-06,1994,Ram,2500,Truck/Trailer,Dump Trucks,MO,St Louis,5950,6963,14869,1486,16355,1,2281,412,14,1,4,28,Expansion
314,WW7187,2025-08-06,1996,Volvo,L150H,Construction,Excavators,NE,Bellevue,13316,19182,42810,4281,47091,1,2435,406,10,1,4,25,Enterprise
315,WB2920,2025-08-06,2017,Ford,F-450,Truck/Trailer,Box Trucks,OK,Oklahoma City,5172,5946,12087,1208,13295,1,2357,1164,11,1,2,10,Enterprise
316,QC1473,2025-08-06,2013,Freightliner,Columbia,Truck/Trailer,Dump Trucks,OK,Broken Arrow,4852,6348,13964,1396,15360,1,2189,1837,1,1,3,19,Expansion
317,LV8068,2025-08-06,2016,Case IH,Magnum 280,Ag Equipment,Tractors,CO,Colorado Springs,10597,12585,28794,2879,31673,1,2042,2597,9,3,10,77,Core
318,JU7930,2025-08-06,2010,Toyota,RAV4,Passenger,Sedans,OH,Cleveland,1094,1419,7949,794,8743,1,2119,935,4,1,3,24,Core
319,XS3368,2025-08-06,1998,Honda,Accord,Passenger,Coupes,IN,Indianapolis,1130,1676,2140,214,2354,1,2105,1179,13,1,1,1,Enterprise
320,RJ1650,2025-08-06,1994,Kenworth,T880,Truck/Trailer,Pickup Trucks,OK,Norman,4764,6779,8010,801,8811,1,2581,201,12,1,4,31,Enterprise
321,CS3739,2025-08-06,2015,Honda,Civic,Passenger,Minivans,MO,Kansas City,1144,1528,3426,342,3768,1,2028,1122,10,1,2,13,Core
322,PV0049,2025-08-06,2001,Massey Ferguson,8735,Ag Equipment,Harvesters,OK,Tulsa,8242,12312,20175,2017,22192,1,2303,643,15,1,1,8,Core
323,FH7791,2025-08-06,2004,John Deere,1775NT,Ag Equipment,Harvesters,NC,Raleigh,10518,11949,34651,3465,38116,1,2461,585,2,2,7,49,Enterprise
324,II6670,2025-08-06,1991,Ford,Fusion,Passenger,Minivans,TX,Dallas,1106,1441,7489,748,8237,1,2423,1754,13,1,4,32,Core
325,WS0145,2025-08-06,2022,Komatsu,PC210,Construction,Wheel Loaders,OK,Tulsa,12828,17736,49459,4945,54404,1,2252,609,14,1,2,16,Core
326,HU2313,2025-08-06,1998,Massey Ferguson,8737,Ag Equipment,Harvesters,OR,Eugene,11833,12307,31754,3175,34929,1,2164,675,6,3,11,87,Core
327,XE7245,2025-08-06,1990,New Holland,T9.565,Ag Equipment,Combines,KS,Overland Park,8634,10798,19292,1929,21221,1,2448,1521,5,1,1,5,Core
328,KS0166,2025-08-06,2023,Chevrolet,Traverse,Passenger,SUVs,OR,Portland,1159,1755,2459,245,2704,1,2395,2000,7,3,11,86,Core
329,PH4915,2025-08-06,2013,Volvo,L220H,Construction,Skid Steers,AZ,Mesa,18562,18202,47849,4784,52633,1,2324,1038,15,3,10,79,Enterprise
330,YJ4485,2025-08-06,1992,Ram,2500,Truck/Trailer,Dump Trucks,NE,Lincoln,4807,5686,18231,1823,20054,1,2413,2615,2,1,1,2,Core
331,VK3756,2025-08-06,2000,John Deere,S790,Ag Equipment,Tractors,NC,Raleigh,11726,12094,28903,2890,31793,1,2088,1926,7,2,8,58,Core
332,BI8944,2025-08-06,2003,Freightliner,Cascadia,Truck/Trailer,Box Trucks,OK,Broken Arrow,4386,6558,19475,1947,21422,1,2573,178,1,1,4,30,Core
